grammar,seed,living_metric_v1,living_metric_v2_lambda_0.1,living_metric_v2_lambda_1.1473684210526316,living_metric_v2_lambda_2.194736842105263,living_metric_v2_lambda_3.2421052631578946,living_metric_v2_lambda_4.289473684210526,living_metric_v2_lambda_5.336842105263157,living_metric_v2_lambda_6.384210526315789,living_metric_v2_lambda_7.43157894736842,living_metric_v2_lambda_8.478947368421052,living_metric_v2_lambda_9.526315789473683,living_metric_v2_lambda_10.573684210526315,living_metric_v2_lambda_11.621052631578946,living_metric_v2_lambda_12.668421052631578,living_metric_v2_lambda_13.71578947368421,living_metric_v2_lambda_14.76315789473684,living_metric_v2_lambda_15.810526315789472,living_metric_v2_lambda_16.857894736842105,living_metric_v2_lambda_17.905263157894737,living_metric_v2_lambda_18.95263157894737,living_metric_v2_lambda_20.0
hex,16,0.05660377358490566,0.9678620407577313,0.7112934208203858,0.5517818278553498,0.4467405353174544,0.3738654810293872,0.32095458498396073,0.2810282368398998,0.2499145233634197,0.22501255019185396,0.20463601898345635,0.18765186180230342,0.17327396654155142,0.16094121480089374,0.15024291487334715,0.14087176029443604,0.1325932811374406,0.1252254726754708,0.11862487912116693,0.11267687682226328,0.10728875398833701
grid,16,0.028515878159429683,0.967145303932417,0.7055532230939696,0.5438720065755441,0.43805184772260336,0.36505891246214056,0.3123346008482739,0.27272766209254423,0.24198439665251165,0.2174652394975721,0.19746576408405422,0.18084455439684066,0.16681183920000156,0.15480512569151222,0.14441348946433152,0.1353299793475791,0.127320791082295,0.12020474949140486,0.1138393099113964,0.10811079214593204,0.10292742924422467
organic,17,0.08078141499472016,0.9764495946235637,0.7816709488675211,0.6521023274586233,0.5612472277394371,0.4945343967573155,0.44359728755784983,0.4034213866569433,0.37087416188928124,0.3439210146470743,0.3211921770754584,0.3017349600570021,0.2848671231214461,0.2700872251953523,0.25701811105666883,0.2453702575179508,0.23491736679400574,0.22547971671358272,0.21691254713663916,0.20909779217231172,0.20193808295073795
line,17,0.0317975340687865,0.9690809924361689,0.7206679142963409,0.5643814244893469,0.46036615089697497,0.3875342674969531,0.33423869568870707,0.293758115991155,0.26204190043540343,0.23654547927469682,0.21560743084606973,0.19810417281058654,0.18325158082931448,0.1704869811313486,0.15939658427083106,0.14966945306192464,0.14106745243134647,0.13340511158337234,0.1265358041633129,0.12034205817947514,0.11472862836941154
hex,17,0.0718562874251497,0.9675475889689917,0.7076777590639692,0.5456022183364918,0.43891885557818955,0.3651241267234231,0.3117869282881904,0.271751861071917,0.2407277655501287,0.21603682469492597,0.19594408715678846,0.1792858405492909,0.165256588816327,0.15328284717043447,0.14294595620843584,0.13393343115321996,0.126007420213228,0.11898371467095833,0.11271744196134599,0.10709309796690304,0.10201746247132408
grid,17,0.036482084690553744,0.9669504331458306,0.7045679353773423,0.5431997863343615,0.43797157842852263,0.36556214118036684,0.31332767779543436,0.274104089083032,0.24364824775699787,0.21933684282080937,0.1994813679841644,0.18295423905836256,0.16897714855649626,0.15699688785673818,0.14660994449981002,0.1375152185334573,0.12948347760985232,0.12233708262172303,0.1159361951049562,0.11016918272447364,0.10494580900663265
organic,18,0.09387755102040816,0.9748385754264499,0.7701946750075107,0.6377864113076882,0.5468203592712358,0.48099492657281406,0.4312601084219666,0.3923413969838124,0.3610143371962597,0.3352167088817163,0.3135740673910187,0.295136130630789,0.2792245076286782,0.26534134921196323,0.2531125405958768,0.24225117343591698,0.23253332884598088,0.22378157320881065,0.21585342935951626,0.2086331444317271,0.20202569587104033
line,18,0.03337696335078534,0.9687333436393982,0.7172625731205542,0.5590062863383305,0.4538442525681052,0.38039445060370664,0.32680135519941866,0.2862142978684949,0.25450625163605,0.22908799322438433,0.20827164650821353,0.19091748423958713,0.17623113590109776,0.1636431481854471,0.15273507146161114,0.14319266648759715,0.13477540983416988,0.12729608508981508,0.12060678938419095,0.11458912620159607,0.10914719494568813
hex,18,0.07529239766081872,0.9688658831041749,0.7180844383038737,0.5598180875000961,0.45443565098866573,0.38076761760651207,0.32703161913279966,0.28638821176049,0.25469830576784436,0.22935474231256014,0.20865274241053888,0.19143883895199781,0.17690825701154256,0.1644839755611224,0.15374218325790398,0.1443649195734511,0.13610913101762664,0.12878592531777505,0.12224633222344825,0.11637131961876283,0.11106465667539027
grid,18,0.03873466752743705,0.9667338743573458,0.7029030404080945,0.540994024968876,0.43566991373695996,0.3633897538958165,0.3113964782079893,0.2724651128575099,0.2423195345761545,0.21831882084885793,0.1987653951381518,0.18252729158330136,0.16882434280537076,0.1571028024831054,0.14695929319582754,0.13809317970939236,0.13027584719382648,0.12333033753114923,0.11711751215265459,0.11152643518824716,0.1064675516409304
organic,19,0.07608695652173914,0.9748960465059952,0.7700412768725442,0.6365712829546467,0.5442431771739542,0.47701448282085834,0.42594437600783464,0.3857965569791446,0.3533537612074301,0.3265487772820209,0.30399828802639345,0.2847426174222459,0.26809463682772955,0.25354869893710325,0.24072378915060255,0.2293268676677355,0.21912852138241906,0.20994635309790788,0.20163337282443938,0.1940697073029886,0.1871565630697349
line,19,0.04229607250755287,0.9705776062180645,0.7320677585833563,0.5795677141666599,0.4767391403317672,0.4040548001243416,0.3505449026059427,0.3097684074036763,0.2777792689647961,0.2520623680999415,0.2309558384786456,0.21332562418761983,0.19837540213096422,0.1855316949215709,0.17437217951737113,0.1645796226457676,0.15591148569498178,0.14817938176677484,0.14123488754975053,0.13495955063738246,0.12925772585731657
hex,19,0.07454401268834258,0.9683818203872427,0.714311629409634,0.5548816655783426,0.44942899028461053,0.37622058876873016,0.3231682299658386,0.28326893936559305,0.25229899389270055,0.22761035530549065,0.20748150108519026,0.19075533032203174,0.17663031782577523,0.164536056629373,0.15405673463969838,0.1448826792561152,0.13677882546737039,0.1295636751523684,0.12309493146799366,0.11725948406679267,0.11196629400222703
grid,19,0.046511627906976744,0.965954670018816,0.6967034648601613,0.5324425024036982,0.42622825584576607,0.35374858895645134,0.30187278806699774,0.2631939804497546,0.23334773059724886,0.2096509337187724,0.19038673355397498,0.17441528778436885,0.16095420141569844,0.1494502412165363,0.13950180179756555,0.13081052048609584,0.12315016861046643,0.11634609415630794,0.11026129278470283,0.10478675333783485,0.09983462727037193
organic,20,0.08151549942594719,0.9757592655180978,0.77672869600261,0.6456852408873609,0.5543119894044382,0.48740671337051183,0.4363966065358465,0.3962052451442327,0.36368296797430044,0.3367894980415169,0.31415094834915674,0.29480993837055247,0.27807905564854407,0.2634517024279179,0.2505459748521571,0.23906822019861676,0.2287886983291964,0.21952491145598407,0.21112992433712274,0.20348401231052932,0.19648857799952385
line,20,0.025957170668397145,0.9683658088505634,0.7145381943715635,0.5553822053945702,0.4499149731345534,0.3764325003038186,0.32294414440042457,0.28253312366733746,0.2510354817989879,0.22583983304393057,0.20524481809167366,0.18810274674624672,0.17361487357415525,0.16120967977144968,0.15046809787841287,0.1410761430710451,0.1327940417627687,0.12543558174854222,0.11885396859541915,0.11293192800107611,0.10757464333064275
hex,20,0.06190125276344879,0.9675980758383954,0.7083228872152071,0.546755666133658,0.44040827582984693,0.36680543514335506,0.3135673729858242,0.2735820443142986,0.2425871308844908,0.21792106659656307,0.1978563868070822,0.1812315322200123,0.16724030443947827,0.15530725182421687,0.14501141391066794,0.13603816124750384,0.1281478735602445,0.12115501430900648,0.11491380639029806,0.10930820940923403,0.10424476758174944
grid,20,0.05454545454545454,0.9672221433208199,0.707065996472498,0.5471019291976307,0.4427801939624226,0.37097783083261154,0.3191678636421528,0.2802553283636558,0.2500386677542574,0.22591990455361566,0.20622605115408213,0.18983899622106298,0.1759861592547198,0.16411775499485384,0.15383230474646578,0.1448299291739556,0.13688216063770972,0.1298118839887739,0.12347966838542243,0.11777424062469076,0.11260570860684502
organic,21,0.089586969168121,0.9758610054515557,0.7781422354719254,0.6484530787110314,0.5582903044132854,0.49245200392578803,0.44239814800828914,0.40307836583125345,0.3713576374283808,0.34520235276780653,0.32324117205900155,0.3045177505069763,0.2883456179553961,0.2742196443126205,0.2617600815151886,0.2506760571661187,0.24074108119236337,0.2317762018030339,0.2236381672850814,0.21621094443360953,0.2093995369423276
line,21,0.04530531845042679,0.9685077010165981,0.7157608418964067,0.5571907446034586,0.45200648223280065,0.3786056934549931,0.32506413724689387,0.28451291907420256,0.2528232432960665,0.22740909238714166,0.20658685169182306,0.1892207716476814,0.17451975412941506,0.1619168391748713,0.1509953547717426,0.14144223698246064,0.13301765915285124,0.12553473860537145,0.11884564239709702,0.11283186092248029,0.10739726064345982
hex,21,0.05251141552511415,0.9686034761470329,0.716527979277253,0.5582537681854395,0.4531878539315902,0.3798244318073347,0.3262844552420345,0.28571887149167496,0.2540066356571375,0.22856403585545618,0.20770757629134295,0.19030097902024196,0.17555264665646242,0.16289539978774456,0.1519126752978923,0.14229180662428645,0.13379358176756592,0.1262318750700866,0.11945968662638637,0.11335936249027978,0.10783560741058598
grid,21,0.02360655737704918,0.9664644703273042,0.6999893290489445,0.5359873797157904,0.4291196999725199,0.3557235417679151,0.3029259865884241,0.2634144158481008,0.23285020935471618,0.20854832855932467,0.18877988100654605,0.17239047230937443,0.1585837439074294,0.14679418847211542,0.13660984243018112,0.12772377202201043,0.11990271689936165,0.11296626952336698,0.10677270820802003,0.10120914221104127,0.0961845182673589
organic,22,0.08451536643026004,0.9745088383665053,0.7658207941002341,0.6296090000526403,0.5356890564740138,0.4677134420850263,0.4164414315020003,0.3764176730268803,0.34428106668621483,0.3178747423326744,0.2957612650716125,0.2769491826347737,0.2607333358020315,0.24659840085602017,0.23415871626868529,0.22311958878663513,0.2132517011380036,0.20437374127725322,0.19634032996180087,0.1890334483637077,0.18235623125879397
line,22,0.04387688277668631,0.9685375941985254,0.7155847883874896,0.5564342132212159,0.450687068566251,0.3768669283522608,0.3230725749630669,0.28241961144807437,0.25075140772304616,0.22545261918169215,0.20481315644343132,0.1876751136634368,0.17322971855952052,0.1608964152978705,0.15024840165418182,0.14096530413752514,0.13280221234284154,0.12556887384121493,0.11911537823920604,0.11332209356516217,0.10809245528656153
hex,22,0.05584512285927029,0.9676502912628115,0.7087829158076243,0.5473785087214598,0.4410341538228124,0.3673537736831164,0.31400460102151784,0.27389727585265317,0.24277867799620156,0.21799023858704922,0.19780516969705517,0.18106201393696927,0.16695473439245737,0.1549082357277218,0.14450205939406113,0.13542213218305846,0.12742936557818363,0.12033867833980179,0.11400464547976788,0.10831146765832769,0.10316582345683578
grid,22,0.03259452411994785,0.9667862436880782,0.7030113580051375,0.5408014676645004,0.435116365571431,0.3624780073574373,0.31013743664166005,0.2708697596602793,0.24039996062519065,0.21608935209899258,0.19624264476872774,0.17972956276153715,0.16577084826008046,0.1538129555097456,0.1434521621462831,0.13438711270090292,0.12638823971499508,0.11927750787278076,0.11291465288496678,0.10718761553005061,0.10200575218700343
organic,23,0.09400123685837972,0.9749883247247465,0.7708544219531857,0.63808904615918,0.5466103236413512,0.480326612560709,0.4302200477788018,0.3909962112740343,0.3594036111271328,0.3333591687124892,0.31147563513024923,0.2927963830580093,0.27664098642084367,0.26251208252542807,0.2500373054544644,0.23893195608543638,0.22897431696573584,0.21998890301774712,0.21183482729516073,0.20439754564658869,0.19758288437728405
line,23,0.03534031413612566,0.968490395245532,0.715500405395177,0.5566856167011566,0.4513410713706496,0.377887259442488,0.3243911621142734,0.283962939774064,0.2524508458239747,0.22724841206439142,0.20665556366250562,0.18952413784370692,0.1750541456542586,0.16267257411580116,0.15195887886104378,0.14259774401296843,0.1343482622999445,0.12702329486196648,0.1204753156611396,0.11458649182484043,0.10926159570723844
hex,23,0.06289308176100629,0.9682909733392294,0.7138902288640727,0.554549452786426,0.44919366453828413,0.37600502049940676,0.3229018658172608,0.2829050060939249,0.25181158210598126,0.22698814174192505,0.2067224841509966,0.18986318559426726,0.1756120437353498,0.1634004872083723,0.15281359957123547,0.14354200378026655,0.1353505436419672,0.12805738078290502,0.12151972095964973,0.1156238626265078,0.11027812648103816
grid,23,0.036577400391900716,0.965961370770184,0.6971439101357988,0.5335000044507394,0.4277983789321701,0.35567021712524416,0.30400051576681986,0.2654142937750524,0.23557735107280986,0.21183087308982418,0.19247637525173686,0.1763875716826864,0.16279196071941457,0.15114348114007709,0.14104569181312926,0.13220391425956146,0.12439451241167725,0.11744462200563097,0.11121843412277259,0.10560769874991305,0.10052501198451705
organic,24,0.09239472030169704,0.9757402219644086,0.7770652935912071,0.6467203294963345,0.55597576927237,0.48953517650460826,0.4388342435812979,0.39883036479110545,0.36640762354881573,0.33955277454648336,0.31691185009877487,0.2975415841747987,0.28076436283907397,0.2660803087966727,0.2531120867772454,0.241569122606058,0.2312237275827139,0.2218947489547513,0.21343611149870267,0.20572861829310948,0.19867397289179087
line,24,0.02349869451697128,0.9679521552636129,0.711455650296782,0.5514873695470217,0.4460436964962062,0.3729259982252905,0.31991504167144774,0.27999383785866855,0.24895781105922082,0.2241815522211152,0.20396099416238664,0.187150217053808,0.1729537851593454,0.16080383178396665,0.1502848360880819,0.1410861123042476,0.1329709116616109,0.12575578363703255,0.11929645213959669,0.11347793703727574,0.10820750831726168
hex,24,0.06942392909896603,0.9684998326808029,0.7163234837915564,0.5587331849588001,0.4544744574408661,0.38184466768031433,0.328926141023076,0.2888787412998213,0.2576002182572867,0.23252421357391367,0.2119807759473973,0.19484367135375782,0.18032870567353648,0.1678742433347417,0.15706798225790894,0.14760062803407914,0.13923571329064402,0.13178940206348966,0.12511664429720462,0.11910147420803634,0.11365007731226556
grid,24,0.043052837573385516,0.9656657503020415,0.6953777026840496,0.5318497658083826,0.426813348661601,0.3554844072453419,0.3045916845047248,0.2667093731128187,0.23749361167243022,0.2142906631200253,0.19541132503051117,0.17973884224985834,0.16650919321569532,0.1551834737146075,0.14537116665965427,0.13678247596228055,0.12919780233612443,0.12244764274478363,0.1163990122096715,0.11094605660305036,0.10600342504240055
organic,25,0.09980928162746344,0.975471776886859,0.775266426808854,0.6447523221566968,0.5543886891957849,0.48850984481742976,0.4383949647170013,0.3989425557900122,0.3670200446576134,0.34061417089350593,0.31837635776792117,0.2993695721692055,0.28292168122929423,0.2685371826360699,0.25584211470059637,0.24454850506341075,0.23443071958602016,0.22530929130814603,0.21703958983581637,0.20950370727235706,0.20260453366420003
line,25,0.02916396629941672,0.9685923854428592,0.7166108363013494,0.5587067849022505,0.4541592310192858,0.3813748654498125,0.3284209007026832,0.2884179125991752,0.25722933023185257,0.2322648540673265,0.211839544015949,0.1948184854633431,0.18041285717824948,0.16805885859051742,0.15734345288790114,0.1479574035607932,0.13966471238795722,0.13228220179851968,0.1256655437826664,0.11969948987154194,0.11429090316878726
hex,25,0.06425406203840472,0.9678590572424424,0.7106389508805092,0.5501601518322013,0.4443299838868429,0.37094302588689393,0.31776785553740555,0.27776530347905126,0.24670656422262124,0.2219453358954872,0.2017618465803047,0.18499946726295005,0.17085605626623543,0.1587599278434962,0.1482936704135822,0.139145909497562,0.13107990033212516,0.12391255225041639,0.11750009369180449,0.11172806908604112,0.10650422533653833
grid,25,0.04068241469816273,0.96580102818955,0.6952528946312919,0.5301804747348103,0.42349764584626015,0.3507799887009759,0.298821506820641,0.26016584330942916,0.23041505298775083,0.20686239264619982,0.18777378801612188,0.17199664222294142,0.15873908517143193,0.1474409010785334,0.13769542469880847,0.1292007196933466,0.1217281264446217,0.11510143240521228,0.10918272779977074,0.10386258209875796,0.0990530819227606
organic,26,0.07983917288914417,0.9753483248941811,0.7740732647297687,0.6428221059253373,0.5519427698744831,0.48568229483687875,0.43526220167067176,0.39554633355412766,0.36338262190189047,0.3367475019907355,0.3142873688327966,0.2950630670064317,0.2784018761615494,0.2638084697228305,0.2509093985497497,0.23941730783220472,0.22910716309687412,0.21980001741896318,0.21135165363823308,0.20364446276293113,0.19658152296055192
line,26,0.03679369250985545,0.968209851597166,0.7132150095999057,0.5534958091219169,0.4478012299445275,0.3742689955582741,0.3208248009353272,0.2805098669638257,0.24913922028133792,0.22409034538387282,0.20365524477746574,0.18668165583218024,0.172367314281277,0.16013784243316914,0.1495718249388697,0.14035337426989467,0.13224121412935388,0.1250479852193994,0.11862605474966749,0.11285757125667245,0.10764735654984094
hex,26,0.05731080088170463,0.9683274345261994,0.7137707529745749,0.5539183517696082,0.44807362051800703,0.374506483109622,0.3211347158339413,0.28095810672151095,0.2497525915706459,0.22486782108745496,0.20457892550259135,0.18772502895555732,0.1735007681401867,0.16133204209308885,0.1507995992633433,0.14159063376984904,0.133467269858883,0.12624551680875676,0.11978088717798363,0.11395835973605617,0.10868523938759164
grid,26,0.04798962386511025,0.966669862661183,0.7028397750703581,0.5412497004556056,0.43611827488277505,0.36388071235312297,0.3118419653099004,0.27283260744302584,0.24260973490019005,0.21854762399086156,0.19895290766407758,0.18269222042978972,0.16898170945336471,0.15726345848594178,0.1471302902515144,0.13827846272999642,0.13047699797833964,0.12354724527314352,0.11734892663314604,0.1117703980263161,0.10672171842139021
organic,27,0.07415730337078652,0.9759009863920473,0.7783811221185761,0.6486318134967125,0.5582294377962577,0.49200972572039586,0.44146908432999665,0.40159415614619154,0.36928334902723986,0.34253024076353056,0.31998382417516896,0.3007018463643919,0.28400680465766237,0.2693986001668458,0.2564996390035116,0.24501918917258964,0.2347295534321605,0.22544972044889738,0.21703388410859784,0.20936321346293038,0.20233984341962327
line,27,0.042105263157894736,0.968045827007913,0.712055149629139,0.552009737991345,0.446208114031273,0.37263102748663146,0.3191545686823566,0.27880713582095146,0.2474021693136819,0.2223182247205298,0.20184852504048664,0.18484166418918604,0.1704959090364641,0.15823721499570634,0.14764439776460017,0.138401750649652,0.13026814898925984,0.12305636042314975,0.11661885215194677,0.1108378421617821,0.10561818869017114
hex,27,0.07738998482549317,0.9681988427547806,0.7134295350097828,0.5541308104532431,0.448815297781535,0.3755742682920418,0.3223355341972106,0.28215144921953583,0.25084808553726134,0.2258126942255469,0.20534603978297258,0.1883038627182691,0.17389119919574128,0.16154023205197796,0.15083532176060774,0.1414655582808629,0.133193868787712,0.12583637790595092,0.11924829018873817,0.11331402590988768,0.10794019425129336
grid,27,0.038910505836575876,0.9663368637343477,0.6998392196691251,0.5367969622085443,0.4309379409777535,0.35833309152013093,0.3060805921135137,0.26691140465500673,0.23654257929584108,0.21233723724523185,0.19260286804399127,0.1762106603164653,0.16238138164423396,0.15056051028273873,0.1403428095054426,0.13142521661110332,0.12357648355761122,0.11661704302912437,0.11040530323467787,0.10482809699453086,0.09979388406194985
organic,28,0.07923655292076345,0.9753052811754727,0.7741046994874231,0.6432507001187988,0.5527557614940259,0.4868157033485105,0.4366655667782433,0.397187701047127,0.36524188557859116,0.33881040312813326,0.3165420039725954,0.2974982926417994,0.28100678184274985,0.2665723470805359,0.2538218872241056,0.2424685651654103,0.2322879964376386,0.2231019633086953,0.21476700783998742,0.2071662718275856,0.20020354882876187
line,28,0.037574159525379035,0.9686720951528225,0.716826641752997,0.5584193279703553,0.45321203254163217,0.3797989066606515,0.32630668273288155,0.2858634290720473,0.25432152604271013,0.2290751432338275,0.20842469002337155,0.1912231039279505,0.1766720466383609,0.16420044980090157,0.15338977401906034,0.14392660857677497,0.13557176058306383,0.12813957476716634,0.12148377092017577,0.11548753655772973,0.11005646116659394
hex,28,0.06600153491941672,0.9679548665966952,0.7107105293188177,0.5494095593088076,0.4426719151850578,0.3685111582892951,0.31474201240718525,0.2743154089726721,0.24297764748342454,0.2180561332481792,0.19780740186101523,0.181054552871805,0.16697845705823475,0.1549933520019819,0.1446702648320488,0.13568841020046,0.12780345680734112,0.12082626313097267,0.11460828874708687,0.10903137027279357,0.10400041747217122
grid,28,0.0305591677503251,0.9660882614641476,0.6979948270378453,0.5344366499304407,0.42856557053960076,0.3561915493680723,0.30427890810166186,0.26548302192257095,0.23547663230196075,0.21159759897103309,0.19214048721949917,0.1759716087639595,0.1623119510613708,0.15061025257969526,0.14046616858185393,0.13158222612400816,0.12373287174330122,0.1167439828007054,0.11047896876126821,0.10482913216124971,0.0997068490079963
organic,29,0.0800662617338487,0.9758717602823672,0.7779169240113765,0.6477576334116156,0.5570795728489621,0.4906964633273358,0.44005995303112977,0.40012073977217827,0.36775493351537725,0.34094463561748,0.31833430066409923,0.2989810081550777,0.28220844669950806,0.26751839007550576,0.2545351769625275,0.24296978195579452,0.2325958894086596,0.22323354071702406,0.21473769206319274,0.20699003660984538,0.1998930471271725
line,29,0.04495114006514658,0.9692675763251001,0.7211867883619606,0.564013174244235,0.4590239585955176,0.38545186587150476,0.33168893643034936,0.29096857323598424,0.2591802495852229,0.23372687417390844,0.21290662984517583,0.19556674275405023,0.18090276110901568,0.16833823802461073,0.15745028742573555,0.1479221406730151,0.13951207641852112,0.1320325613920495,0.12533592701815832,0.11930433093588516,0.1138425899857931
hex,29,0.0842654735272185,0.9680976799138599,0.7122347169538321,0.5521709848291879,0.4465296493321235,0.3733105908815702,0.32032686212237144,0.2805378735341378,0.24970347532877013,0.22516635658834666,0.20519836382450282,0.18863714612450114,0.17467701278932032,0.16274438214058928,0.1524211589628209,0.14339614653521662,0.13543336665611397,0.12835087578405144,0.12200627380377156,0.11628658621998719,0.1111010687097282
grid,29,0.0380327868852459,0.9657222216743232,0.6955810975278816,0.5316734482509027,0.4260106333373018,0.3539684879275627,0.30236256926966704,0.26381168100369273,0.23399264384586616,0.21025896911850592,0.1909212928264307,0.17485877907372607,0.16130144450495007,0.14970372857392777,0.13966844036323825,0.130899461080237,0.12317140172153945,0.11630957273309694,0.11017641118702592,0.10466206322257338,0.09967770828590514
organic,30,0.09398496240601503,0.9750792206919041,0.7710640402701372,0.6374786892484294,0.54476646381788,0.4771200088062775,0.4256722351621078,0.3852032221737776,0.352492570400789,0.32546434569296745,0.30272600295297936,0.2833098505404999,0.2665223679451709,0.25185305430035887,0.23891732890393239,0.22741959494442535,0.21712864014157976,0.20786081931988865,0.19946828477511472,0.19183057505163875,0.1848484899548088
line,30,0.034505208333333336,0.968856736187647,0.717703876819136,0.5589595891911728,0.45320548737446126,0.37928947173684113,0.32539582611740564,0.28464902495759625,0.252883345860226,0.2274748396478968,0.20670924822161976,0.18942836893958714,0.17482553032454295,0.16232340614171578,0.15149870798397166,0.14203438060389464,0.13368840760154435,0.12627293062453404,0.11963994179404831,0.11367126902786052,0.10827142917755701
hex,30,0.06381435823060189,0.9684826795677373,0.7151620302535842,0.5559540081526956,0.45035505924667063,0.3767938356807727,0.32329748296182936,0.28293491329015025,0.25152332028024393,0.22643570933140317,0.20595953390313956,0.1889396349407307,0.17457251243649052,0.16228375674078102,0.1516526512740539,0.1423643759867929,0.1341788494968114,0.1269098892468373,0.12041094189906902,0.11456510174297684,0.10927799197246114
grid,30,0.031921824104234525,0.9654314239979084,0.6922466508811238,0.5260564634513732,0.4190477112172517,0.3463810617559217,0.29462796969761496,0.2562191616028887,0.22670338446509178,0.20335184798400027,0.184424209052375,0.16876912895322269,0.15559921735489018,0.1443597713608892,0.13464960623958488,0.12617175747143763,0.11870185613309432,0.11206727859856944,0.10613305258408001,0.1007921124754345,0.09595842278282149
organic,31,0.10707332900713822,0.9759620142653281,0.7789995425214886,0.6496954216201803,0.5596781970426428,0.49381164996513405,0.4436014064057164,0.40403496923747,0.37200956281131586,0.3455181292077097,0.3232101613219448,0.3041448287436669,0.2876465693512317,0.2732173913211759,0.26048173915999046,0.24915072272040698,0.23899823966953065,0.22984462435561853,0.22154519054335964,0.21398203559657783,0.2070580672925579
line,31,0.03708609271523179,0.9687617576093394,0.7179334882695644,0.5604198810625765,0.4558538420866815,0.3828470103837775,0.32958342151160347,0.2892482029168331,0.25773859411047934,0.23248034676170698,0.2117945949606786,0.19454712742549915,0.17994713177229052,0.16742763818173403,0.15657209175703185,0.14706781860086587,0.13867566601354736,0.13120966163837353,0.12452305292062434,0.11849851509340606,0.11304114735325015
hex,31,0.0638930163447251,0.9680386199321962,0.7115472927333625,0.5509816268200125,0.4450177877656414,0.3716259984055575,0.3185743705612461,0.27878453569451483,0.24799001039010024,0.22351683322151675,0.20362693082361163,0.18715223973527784,0.1732837999928052,0.16144609749684535,0.15121979954782885,0.1422928196080704,0.1344284632222697,0.127444165137242,0.12119696745508406,0.11557339340563214,0.11048225188284509
grid,31,0.028852459016393443,0.9662170785915669,0.698295515871609,0.5340181965792198,0.42734828825107246,0.3543289636227157,0.3019622241136956,0.2628821179542226,0.2327276435772749,0.20880497601127043,0.18938252304608863,0.17330596200806075,0.15978027517716206,0.14824186189684646,0.1382808890683309,0.12959260413219942,0.12194588810155392,0.11516238682095936,0.10910231891721157,0.10365460897695417,0.09872989001883395
organic,32,0.07492957746478873,0.9757942851374635,0.7774074778774964,0.6472658143571828,0.5568101204517035,0.4907243901294675,0.4404010900765565,0.4007675305425474,0.36869239198346915,0.3421565552736129,0.3198051976927862,0.30069643277698715,0.2841548012230631,0.26968268552214353,0.25690485686835113,0.2455326270736332,0.23533998270211434,0.2261472683268819,0.21780976151492884,0.2102095002579518,0.20324932416083677
line,32,0.03361898483849703,0.9686430811234318,0.7161764083310369,0.557075634628288,0.451341933650098,0.3775715797780408,0.3238463343104913,0.2832537312286164,0.25161863205751783,0.22631825918501375,0.20564283223018778,0.1884389850603667,0.17390419129138843,0.16146432484566342,0.15069840779235066,0.14129095948218934,0.13300096857170665,0.1256411595591362,0.11906380511138313,0.11315080458638897,0.10780660751807376
hex,32,0.06299782766111513,0.9677712787463724,0.7100211136619914,0.5494646079587575,0.44373822884577774,0.37049281410870566,0.3174366364441222,0.2775136128126842,0.24649692127742165,0.22174853938923209,0.20155762444546357,0.18477503626387792,0.17060421965103673,0.15847735750591824,0.14797956284957378,0.1388010141085486,0.13070585365438406,0.12351144113323406,0.11707418027182326,0.11127962546965432,0.10603544015578688
grid,32,0.02734375,0.9661282676240956,0.697182187213519,0.5321936512529147,0.4252563512864919,0.3522907989847257,0.30015550687762277,0.261378876774615,0.23153525955052334,0.2078966069713127,0.18871652524941177,0.17283711838607038,0.15946568139640585,0.14804359617940352,0.1381668679149191,0.12953648638261264,0.12192653151106266,0.11516313828349985,0.10911028649206839,0.10365998738026432,0.09872536880164573
organic,33,0.09130913091309131,0.975738197743063,0.7772166367582052,0.6473268870133088,0.5572060439414057,0.49143365764085856,0.44137153416676195,0.4019426512933347,0.3700200877649485,0.3435915017460696,0.32130902531727173,0.30223719561685136,0.2857062576271,0.271223566128433,0.25841817700015896,0.24700506116855275,0.23676130515513813,0.22750986012438046,0.2191081796372063,0.21144010542183891,0.20440996164341926
line,33,0.03790849673202614,0.9683795982591071,0.7153677279761198,0.557481756786652,0.45321426173753315,0.3807071629337691,0.32795705466228914,0.28808111791068375,0.25695865748156743,0.2320174759621256,0.2115877592222886,0.19454584894685167,0.18011080240998836,0.16772411046934704,0.15697616557429112,0.14755986614600564,0.13924046918297225,0.13183546434366727,0.12520080380161977,0.11922126890232264,0.11380359443345522
hex,33,0.049107142857142856,0.9676262466508769,0.7093214876445201,0.5489406139181815,0.4434871738661998,0.37045428131142366,0.317538573300656,0.2777064875761769,0.2467538970775593,0.22205812222499235,0.20191675065887235,0.18518429362985508,0.17106501673723074,0.1589904667219116,0.148544519229261,0.13941599951919964,0.13136782857073329,0.12421638175673412,0.11781734141563811,0.11205578825480535,0.10683912625223951
grid,33,0.0377113133940182,0.9666367040397,0.7015563144927263,0.538419767676521,0.432123032515048,0.359139670784418,0.30666672579049065,0.2674249199277092,0.23709082631472875,0.2129863257466223,0.193385991126984,0.17713762101272046,0.1634466819669218,0.15174944910536797,0.14163577961905877,0.13280058834020167,0.1250124547532283,0.11809276531142111,0.11190151723810458,0.10632744356267002,0.10128100764889682
